C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_11_435.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_11_435.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_11_435.jpg,-0.3451115,1,0,30.16313
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_11_536.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_11_536.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_11_536.jpg,-0.1044633,1,0,30.19106
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_11_639.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_11_639.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_11_639.jpg,0,1,0,30.18969
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_11_749.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_11_749.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_11_749.jpg,0,1,0,30.19024
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_11_850.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_11_850.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_11_850.jpg,0,1,0,30.19029
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_11_953.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_11_953.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_11_953.jpg,0,1,0,30.19004
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_12_059.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_12_059.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_12_059.jpg,-0.2871878,1,0,30.17023
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_12_166.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_12_166.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_12_166.jpg,-0.000885669,1,0,30.18872
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_12_271.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_12_271.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_12_271.jpg,0,1,0,30.19006
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_12_372.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_12_372.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_12_372.jpg,0,1,0,30.19027
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_12_476.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_12_476.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_12_476.jpg,0,1,0,30.19028
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_12_583.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_12_583.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_12_583.jpg,-0.213632,1,0,30.17839
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_12_691.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_12_691.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_12_691.jpg,-0.3379022,1,0,30.17297
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_12_796.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_12_796.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_12_796.jpg,-0.05620757,1,0,30.18999
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_10_29_20_18_12_904.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_10_29_20_18_12_904.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_10_29_20_18_12_904.jpg,0,1,0,30.18988
